gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
0.0,0.43373493975903615,0.2946859903381642,0.0,0.0,0.20842226965492705,0.6388888888888888,0.2082984512348263,0.32870370370370366,0.09523809523809523,0.625,0.2857142857142857,0
0.0,0.5060240963855422,0.714975845410628,0.0,0.0,0.5549181785841337,0.32638888888888884,0.5548869820008371,0.37499999999999994,0.2857142857142857,0.375,0.5714285714285714,0
0.0,1.0,0.6038647342995168,0.0,0.0,0.06363393810032011,0.6180555555555556,0.06346797823357056,0.41203703703703703,0.09523809523809523,0.625,1.0,0
0.0,0.14457831325301213,0.6280193236714975,0.0,1.0,0.6185965848452508,0.45138888888888884,0.6185119296776893,0.5138888888888888,0.38095238095238093,0.375,0.8571428571428571,0
0.0,0.5301204819277108,0.9178743961352657,0.0,0.0,0.43289754535752406,0.5486111111111112,0.43286940142318964,0.33796296296296297,0.6666666666666666,0.375,0.2857142857142857,0
1.0,1.0,0.9855072463768115,0.0,1.0,0.48199039487726786,0.33333333333333326,0.48205316031812473,0.16203703703703703,0.47619047619047616,0.375,0.5714285714285714,0
1.0,0.31325301204819284,0.29951690821256033,0.0,0.0,0.6079242262540021,0.6458333333333334,0.6078380075345332,0.10648148148148145,0.19047619047619047,0.625,0.0,0
1.0,0.38554216867469887,0.5458937198067633,0.0,1.0,0.6598630380647457,0.375,0.6599518627040603,0.4953703703703703,0.8571428571428571,0.375,1.0,0
1.0,0.38554216867469887,0.5120772946859903,0.0,0.0,0.3332888651725364,0.29861111111111105,0.3332461280870658,0.3009259259259259,0.2857142857142857,0.125,0.8571428571428571,0
0.0,0.2891566265060241,0.4009661835748792,0.0,0.0,0.12446638207043753,0.6458333333333334,0.12437212222687319,0.8101851851851851,0.09523809523809523,0.625,0.2857142857142857,0
0.0,0.12048192771084337,0.681159420289855,0.0,0.0,0.3738438278192813,0.5486111111111112,0.3738488907492675,0.4583333333333333,0.09523809523809523,0.375,0.2857142857142857,0
0.0,0.07228915662650609,0.6570048309178743,0.0,0.0,0.5993863393810033,0.5625,0.5994663038928422,0.7731481481481481,0.47619047619047616,0.375,0.0,0
1.0,0.2891566265060241,0.47826086956521735,0.0,1.0,0.6346051227321239,0.6319444444444444,0.6346274591879447,0.6527777777777777,0.38095238095238093,0.625,0.2857142857142857,0
1.0,0.6265060240963856,0.4009661835748792,0.0,0.0,0.4240039131981502,0.29166666666666663,0.424079112599414,0.32870370370370366,0.38095238095238093,0.125,0.5714285714285714,0
0.0,0.6506024096385543,0.4734299516908212,0.0,0.0,0.568080754180007,0.5833333333333334,0.5680724152365006,0.32870370370370366,0.19047619047619047,0.625,0.8571428571428571,0
1.0,0.5060240963855422,0.5507246376811594,0.0,0.0,0.7281661330487372,0.7430555555555555,0.7281812473838426,0.7175925925925926,0.7619047619047619,0.625,0.2857142857142857,0
0.0,0.9879518072289157,0.932367149758454,0.0,0.0,0.028770900035574448,0.9999999999999999,0.028725408120552576,0.37499999999999994,0.09523809523809523,0.875,0.2857142857142857,0
0.0,0.6506024096385543,0.3623188405797101,0.0,0.0,0.793623265741729,0.5833333333333334,0.7936898283800754,0.5046296296296295,0.47619047619047616,0.625,0.2857142857142857,0
1.0,0.3373493975903615,0.4492753623188405,0.0,0.0,0.3457399501956599,0.7222222222222222,0.34580368354960234,0.7824074074074072,0.19047619047619047,0.625,0.0,0
0.0,0.43373493975903615,0.38647342995169076,0.0,1.0,0.4538865172536464,0.43055555555555547,0.45379866052741735,0.5231481481481481,0.5714285714285714,0.375,1.0,0
1.0,0.7710843373493976,0.6570048309178743,0.0,0.0,0.7178495197438635,0.8124999999999999,0.717925910422771,0.032407407407407385,0.19047619047619047,0.625,0.8571428571428571,0
1.0,0.2409638554216868,0.5700483091787439,1.0,1.0,0.4257826396300249,0.39583333333333326,0.42575345332775216,0.5601851851851851,0.47619047619047616,0.375,1.0,0
1.0,0.4578313253012049,0.6618357487922705,0.0,1.0,0.5108057630736393,0.8333333333333334,0.5107262452909167,0.7268518518518519,0.2857142857142857,0.875,0.2857142857142857,0
0.0,0.6265060240963856,0.5942028985507246,0.0,0.0,0.3254624688722874,0.576388888888889,0.3255023022185015,0.5046296296296295,0.19047619047619047,0.625,0.2857142857142857,0
1.0,0.6506024096385543,0.7729468599033816,0.0,0.0,1.0,0.16666666666666666,1.0,0.7546296296296295,0.8571428571428571,0.125,1.0,0
1.0,0.3614457831325301,0.42512077294685985,0.0,0.0,0.14936855211668443,0.29166666666666663,0.14927794056090418,0.21759259259259262,0.38095238095238093,0.125,0.2857142857142857,0
0.0,0.38554216867469887,0.502415458937198,1.0,1.0,0.4119085734614017,0.8124999999999999,0.4119401423189619,0.449074074074074,0.2857142857142857,0.625,0.0,0
